DDI-DrugBank.d481.s0|82-86|EMCYT|brand
DDI-DrugBank.d43.s11|140-142|AUC|brand
DDI-DrugBank.d43.s11|147-159|ciprofloxacin|drug
DDI-DrugBank.d43.s12|84-91|antacids|group
DDI-DrugBank.d43.s12|104-112|magnesium|drug
DDI-DrugBank.d43.s12|115-121|calcium|drug
DDI-DrugBank.d43.s13|54-58|VIDEX|brand
DDI-DrugBank.d43.s14|75-77|AUC|brand
DDI-DrugBank.d43.s14|82-92|delavirdine|drug
DDI-DrugBank.d43.s14|104-112|indinavir|drug
DDI-DrugBank.d43.s14|188-192|VIDEX|brand
DDI-DrugBank.d43.s15|27-37|delavirdine|drug
DDI-DrugBank.d43.s15|42-50|indinavir|drug
DDI-DrugBank.d43.s15|96-100|VIDEX|brand
DDI-DrugBank.d43.s16|24-33|nelfinavir|drug
DDI-DrugBank.d43.s16|79-84|degree|brand
DDI-DrugBank.d43.s16|141-145|VIDEX|brand
DDI-DrugBank.d99.s0|21-24|P450|drug
DDI-DrugBank.d99.s0|26-28|2D6|brand
DDI-DrugBank.d99.s0|101-104|P450|drug
DDI-DrugBank.d99.s0|106-108|2D6|brand
DDI-DrugBank.d99.s1|48-51|P450|drug
DDI-DrugBank.d99.s1|53-55|2D6|brand
DDI-DrugBank.d99.s3|49-52|P450|drug
DDI-DrugBank.d99.s3|54-56|2D6|brand
DDI-DrugBank.d99.s3|152-154|AUC|brand
DDI-DrugBank.d99.s3|163-165|TCA|brand
DDI-DrugBank.d99.s5|47-49|TCA|brand
DDI-DrugBank.d99.s6|34-37|P450|drug
DDI-DrugBank.d99.s6|39-41|2D6|brand
DDI-DrugBank.d99.s6|96-104|quinidine|drug
DDI-DrugBank.d99.s7|0-9|cimetidine|drug
DDI-DrugBank.d99.s7|45-48|P450|drug
DDI-DrugBank.d99.s7|50-52|2D6|brand
DDI-DrugBank.d99.s7|83-96|phenothiazines|group
DDI-DrugBank.d99.s7|112-113|1C|brand
DDI-DrugBank.d99.s7|131-141|propafenone|drug
DDI-DrugBank.d99.s7|147-156|flecainide|drug
DDI-DrugBank.d99.s8|24-32|serotonin|drug
DDI-DrugBank.d99.s8|69-78|fluoxetine|drug
DDI-DrugBank.d99.s8|81-90|sertraline|drug
DDI-DrugBank.d99.s8|97-106|paroxetine|drug
DDI-DrugBank.d99.s8|117-120|P450|drug
DDI-DrugBank.d99.s8|122-124|2D6|brand
DDI-DrugBank.d99.s9|20-27|SSRI-TCA|brand
DDI-DrugBank.d99.s9|88-93|degree|brand
DDI-DrugBank.d99.s9|141-144|SSRI|brand
DDI-DrugBank.d99.s11|72-74|TCA|brand
DDI-DrugBank.d99.s11|120-129|fluoxetine|drug
DDI-DrugBank.d99.s12|84-87|P450|drug
DDI-DrugBank.d99.s12|89-91|2D6|brand
DDI-DrugBank.d99.s14|27-29|TCA|brand
DDI-DrugBank.d99.s14|56-58|TCA|brand
DDI-DrugBank.d99.s14|136-139|P450|drug
DDI-DrugBank.d99.s14|141-143|2D6|brand
DDI-DrugBank.d99.s15|0-8|Monoamine|drug
DDI-DrugBank.d99.s15|30-41|Guanethidine|drug
DDI-DrugBank.d99.s16|0-6|thyroid|brand
DDI-DrugBank.d99.s17|0-6|alcohol|brand
DDI-DrugBank.d99.s17|9-20|barbiturates|group
DDI-DrugBank.d99.s17|32-34|CNS|brand
DDI-DrugBank.d99.s18|4-13|disulfiram|drug
DDI-DrugBank.d99.s18|20-32|amitriptyline|drug
DDI-DrugBank.d99.s18|111-121|epinephrine|drug
DDI-DrugBank.d99.s18|143-153|anesthetics|group
DDI-DrugBank.d99.s19|36-48|amitriptyline|drug
DDI-DrugBank.d99.s21|0-9|Cimetidine|drug
DDI-DrugBank.d99.s22|114-123|cimetidine|drug
DDI-DrugBank.d99.s23|162-171|cimetidine|drug
DDI-DrugBank.d99.s23|195-201|regimen|brand
DDI-DrugBank.d99.s24|19-28|cimetidine|drug
DDI-DrugBank.d99.s24|98-107|cimetidine|drug
DDI-DrugBank.d99.s25|54-66|ethchlorvynol|drug
DDI-DrugBank.d99.s26|83-95|ethchlorvynol|drug
DDI-DrugBank.d99.s26|116-128|amitriptyline|drug
DDI-DrugBank.d565.s0|109-117|diltiazem|drug
DDI-DrugBank.d565.s1|80-81|AV|brand
DDI-DrugBank.d565.s1|151-156|Tiazac|brand
DDI-DrugBank.d565.s2|19-22|care|brand
DDI-DrugBank.d565.s3|0-8|Diltiazem|drug
DDI-DrugBank.d565.s3|65-69|P-450|brand
DDI-DrugBank.d565.s3|71-73|3A4|brand
DDI-DrugBank.d565.s4|110-115|impact|drug
DDI-DrugBank.d565.s4|160-168|diltiazem|drug
DDI-DrugBank.d565.s5|51-56|CYP450|brand
DDI-DrugBank.d565.s5|58-60|3A4|brand
DDI-DrugBank.d565.s5|204-212|diltiazem|drug
DDI-DrugBank.d565.s5|226-233|maintain|brand
DDI-DrugBank.d565.s5|243-253|therapeutic|brand
DDI-DrugBank.d565.s5|255-259|blood|group
DDI-DrugBank.d565.s7|77-85|diltiazem|drug
DDI-DrugBank.d565.s8|18-26|diltiazem|drug
DDI-DrugBank.d565.s8|61-71|propranolol|drug
DDI-DrugBank.d565.s8|121-131|propranolol|drug
DDI-DrugBank.d565.s8|179-189|propranolol|drug
DDI-DrugBank.d565.s9|10-20|propranolol|drug
DDI-DrugBank.d565.s9|72-80|diltiazem|drug
DDI-DrugBank.d565.s10|69-79|propranolol|drug
DDI-DrugBank.d565.s10|103-113|propranolol|drug
DDI-DrugBank.d565.s11|0-9|Cimetidine|drug
DDI-DrugBank.d565.s12|0-0|A|brand
DDI-DrugBank.d565.s12|75-83|diltiazem|drug
DDI-DrugBank.d565.s12|109-111|AUC|brand
DDI-DrugBank.d565.s12|144-153|cimetidine|drug
DDI-DrugBank.d565.s12|188-196|diltiazem|drug
DDI-DrugBank.d565.s13|0-9|Ranitidine|drug
DDI-DrugBank.d565.s14|30-39|cimetidine|drug
DDI-DrugBank.d565.s14|82-86|P-450|brand
DDI-DrugBank.d565.s14|152-160|diltiazem|drug
DDI-DrugBank.d565.s15|29-37|diltiazem|drug
DDI-DrugBank.d565.s15|163-172|cimetidine|drug
DDI-DrugBank.d565.s16|21-29|diltiazem|drug
DDI-DrugBank.d565.s18|18-26|diltiazem|drug
DDI-DrugBank.d565.s18|47-53|digoxin|drug
DDI-DrugBank.d565.s18|100-106|digoxin|drug
DDI-DrugBank.d565.s19|42-48|digoxin|drug
DDI-DrugBank.d565.s20|66-72|digoxin|drug
DDI-DrugBank.d565.s20|105-111|digoxin|drug
DDI-DrugBank.d565.s20|179-187|diltiazem|drug
DDI-DrugBank.d565.s21|0-10|Anesthetics|group
DDI-DrugBank.d565.s22|121-131|anesthetics|group
DDI-DrugBank.d565.s22|155-161|calcium|drug
DDI-DrugBank.d565.s23|25-35|anesthetics|group
DDI-DrugBank.d565.s23|41-47|calcium|drug
DDI-DrugBank.d565.s24|0-11|Cyclosporine|drug
DDI-DrugBank.d565.s25|0-0|A|brand
DDI-DrugBank.d565.s25|38-46|diltiazem|drug
DDI-DrugBank.d565.s25|52-63|cyclosporine|drug
DDI-DrugBank.d565.s26|59-70|cyclosporine|drug
DDI-DrugBank.d565.s26|118-125|maintain|brand
DDI-DrugBank.d565.s26|127-138|cyclosporine|drug
DDI-DrugBank.d565.s26|209-217|diltiazem|drug
DDI-DrugBank.d565.s27|53-64|cyclosporine|drug
DDI-DrugBank.d565.s27|118-126|diltiazem|drug
DDI-DrugBank.d565.s28|14-25|cyclosporine|drug
DDI-DrugBank.d565.s28|30-38|diltiazem|drug
DDI-DrugBank.d565.s29|0-12|Carbamazepine|drug
DDI-DrugBank.d565.s30|30-38|diltiazem|drug
DDI-DrugBank.d565.s30|45-57|carbamazepine|drug
DDI-DrugBank.d565.s30|99-103|serum|group
DDI-DrugBank.d565.s30|115-127|carbamazepine|drug
DDI-DrugBank.d565.s33|20-28|diltiazem|drug
DDI-DrugBank.d565.s33|44-46|AUC|brand
DDI-DrugBank.d565.s33|51-59|midazolam|drug
DDI-DrugBank.d565.s33|65-73|triazolam|drug
DDI-DrugBank.d565.s34|29-37|midazolam|drug
DDI-DrugBank.d565.s34|43-51|triazolam|drug
DDI-DrugBank.d565.s34|112-120|diltiazem|drug
DDI-DrugBank.d565.s35|42-50|diltiazem|drug
DDI-DrugBank.d565.s35|144-152|midazolam|drug
DDI-DrugBank.d565.s35|158-166|triazolam|drug
DDI-DrugBank.d565.s36|0-9|Lovastatin|drug
DDI-DrugBank.d565.s37|44-52|diltiazem|drug
DDI-DrugBank.d565.s37|72-81|lovastatin|drug
DDI-DrugBank.d565.s37|124-133|lovastatin|drug
DDI-DrugBank.d565.s37|135-137|AUC|brand
DDI-DrugBank.d565.s37|152-161|lovastatin|drug
DDI-DrugBank.d565.s38|13-23|pravastatin|drug
DDI-DrugBank.d565.s38|25-27|AUC|brand
DDI-DrugBank.d565.s38|58-66|diltiazem|drug
DDI-DrugBank.d565.s39|0-8|Diltiazem|drug
DDI-DrugBank.d565.s39|59-68|lovastatin|drug
DDI-DrugBank.d565.s39|73-83|pravastatin|drug
DDI-DrugBank.d565.s40|0-7|Rifampin|brand
DDI-DrugBank.d565.s41|20-27|rifampin|brand
DDI-DrugBank.d565.s41|34-42|diltiazem|drug
DDI-DrugBank.d565.s41|56-64|diltiazem|drug
DDI-DrugBank.d565.s42|20-28|diltiazem|drug
DDI-DrugBank.d565.s42|35-42|rifampin|brand
DDI-DrugBank.d565.s42|57-62|CYP3A4|brand
DDI-MedLine.d98.s0|33-39|cocaine|drug
DDI-MedLine.d98.s0|107-119|pentobarbital|drug
DDI-MedLine.d98.s1|140-142|LST|brand
DDI-MedLine.d98.s1|167-169|SST|brand
DDI-MedLine.d98.s1|191-197|control|brand
DDI-MedLine.d98.s1|200-202|RBC|brand
DDI-MedLine.d98.s2|75-81|cocaine|drug
DDI-MedLine.d98.s3|9-15|cocaine|drug
DDI-MedLine.d98.s3|121-123|LST|brand
DDI-MedLine.d98.s4|15-21|cocaine|drug
DDI-MedLine.d98.s4|56-58|SST|brand
DDI-MedLine.d98.s4|102-104|RBC|brand
DDI-MedLine.d98.s5|114-116|SST|brand
DDI-MedLine.d98.s5|170-172|RBC|brand
DDI-MedLine.d98.s5|188-190|LST|brand
DDI-MedLine.d98.s6|57-63|cocaine|drug
DDI-MedLine.d98.s7|0-7|Dopamine|drug
DDI-MedLine.d98.s7|10-11|DA|brand
DDI-MedLine.d98.s7|70-72|STR|brand
DDI-MedLine.d98.s7|97-99|NAC|brand
DDI-MedLine.d98.s8|21-22|D2|brand
DDI-MedLine.d98.s8|31-33|NAC|brand
DDI-MedLine.d98.s8|118-120|SST|brand
DDI-MedLine.d98.s8|126-128|RBC|brand
DDI-MedLine.d98.s9|13-16|hand|drug
DDI-MedLine.d98.s9|34-35|D2|brand
DDI-MedLine.d98.s9|58-60|SST|brand
DDI-MedLine.d98.s9|70-72|RBC|brand
DDI-MedLine.d98.s9|86-88|STR|brand
DDI-MedLine.d98.s10|4-6|LST|brand
DDI-MedLine.d98.s10|71-73|STR|brand
DDI-MedLine.d98.s10|82-84|NAC|brand
DDI-MedLine.d98.s11|69-70|D2|brand
DDI-MedLine.d98.s11|79-81|NAC|brand
DDI-MedLine.d98.s11|99-100|D2|brand
DDI-MedLine.d98.s11|109-111|STR|brand
DDI-MedLine.d98.s11|173-179|cocaine|drug
DDI-DrugBank.d570.s1|89-107|sulfobromophthalein|drug
DDI-DrugBank.d570.s3|12-22|prothrombin|drug
DDI-DrugBank.d570.s3|36-38|VII|brand
DDI-DrugBank.d570.s3|41-44|VIII|brand
DDI-DrugBank.d570.s3|47-48|IX|brand
DDI-DrugBank.d570.s3|55-55|X|brand
DDI-DrugBank.d570.s7|38-40|TBG|brand
DDI-DrugBank.d570.s7|83-89|thyroid|brand
DDI-DrugBank.d570.s8|15-17|PBI|brand
DDI-DrugBank.d570.s8|20-21|T4|brand
DDI-DrugBank.d570.s8|37-38|T4|brand
DDI-DrugBank.d570.s9|5-6|T3|brand
DDI-DrugBank.d570.s9|59-61|TBG|brand
DDI-DrugBank.d570.s10|5-6|T4|brand
DDI-DrugBank.d570.s12|11-17|glucose|group
DDI-DrugBank.d570.s16|22-31|metyrapone|drug
DDI-DrugBank.d570.s18|10-14|serum|group
DDI-DrugBank.d570.s20|12-16|serum|group
DDI-DrugBank.d315.s0|0-6|Digoxin|drug
DDI-DrugBank.d315.s0|29-35|digoxin|drug
DDI-DrugBank.d315.s0|76-85|conivaptan|drug
DDI-DrugBank.d315.s0|143-149|digoxin|drug
DDI-DrugBank.d315.s0|160-162|AUC|brand
DDI-DrugBank.d315.s1|14-20|digoxin|drug
DDI-DrugBank.d315.s1|43-50|VAPRISOL|brand
DDI-DrugBank.d315.s1|77-81|alert|brand
DDI-DrugBank.d315.s1|118-124|digoxin|drug
DDI-DrugBank.d637.s0|77-84|morphine|drug
DDI-DrugBank.d637.s0|127-129|CNS|brand
DDI-DrugBank.d637.s0|151-157|alcohol|brand
DDI-DrugBank.d637.s1|45-52|morphine|drug
DDI-DrugBank.d637.s2|49-58|Analgesics|group
DDI-DrugBank.d637.s2|80-89|analgesics|group
DDI-DrugBank.d637.s2|98-108|pentazocine|drug
DDI-DrugBank.d637.s2|111-120|nalbuphine|drug
DDI-DrugBank.d637.s2|123-133|butorphanol|drug
DDI-DrugBank.d637.s2|139-151|buprenorphine|drug
DDI-DrugBank.d637.s2|161-163|NOT|brand
DDI-DrugBank.d637.s2|276-284|analgesic|brand
DDI-DrugBank.d637.s3|62-70|analgesic|brand
DDI-DrugBank.d720.s1|134-150|dihydroergotamine|drug
DDI-DrugBank.d720.s1|155-166|methysergide|drug
DDI-DrugBank.d720.s1|173-183|sumatriptan|drug
DDI-DrugBank.d720.s2|0-4|MAO-A|brand
DDI-DrugBank.d720.s2|24-34|sumatriptan|drug
DDI-DrugBank.d720.s3|22-32|sumatriptan|drug
DDI-DrugBank.d720.s3|74-78|MAO-A|brand
DDI-DrugBank.d720.s3|122-130|serotonin|drug
DDI-DrugBank.d720.s3|167-176|fluoxetine|drug
DDI-DrugBank.d720.s3|179-189|fluvoxamine|drug
DDI-DrugBank.d720.s3|192-201|paroxetine|drug
DDI-DrugBank.d720.s3|204-213|sertraline|drug
DDI-DrugBank.d720.s3|322-332|sumatriptan|drug
DDI-DrugBank.d720.s4|30-40|sumatriptan|drug
DDI-DrugBank.d720.s4|49-52|SSRI|brand
DDI-DrugBank.d482.s0|73-82|fluoxetine|drug
DDI-DrugBank.d482.s1|66-77|erythromycin|drug
DDI-DrugBank.d482.s1|80-93|clarithromycin|drug
DDI-DrugBank.d482.s1|98-109|azithromycin|drug
DDI-DrugBank.d482.s2|39-41|MAO|brand
DDI-DrugBank.d482.s3|83-94|erythromycin|drug
DDI-DrugBank.d482.s3|97-110|clarithromycin|drug
DDI-DrugBank.d482.s3|116-127|azithromycin|drug
DDI-DrugBank.d482.s4|39-41|MAO|brand
DDI-DrugBank.d482.s5|31-33|MAO|brand
DDI-DrugBank.d482.s7|41-43|MAO|brand
DDI-DrugBank.d482.s8|59-61|MAO|brand
DDI-DrugBank.d482.s9|28-39|escitalopram|drug
DDI-DrugBank.d482.s9|73-75|MAO|brand
DDI-DrugBank.d482.s10|31-33|MAO|brand
DDI-DrugBank.d482.s10|61-72|escitalopram|drug
DDI-DrugBank.d482.s11|52-58|Imitrex|brand
DDI-DrugBank.d482.s13|93-101|serotonin|drug
DDI-DrugBank.d482.s14|63-67|blood|group
DDI-DrugBank.d482.s14|79-86|Coumadin|brand
DDI-DrugBank.d482.s14|111-120|metoprolol|drug
DDI-DrugBank.d482.s14|137-149|carbamazepine|drug
DDI-DrugBank.d482.s14|152-159|Tegretol|brand
DDI-DrugBank.d482.s14|162-171|cimetidine|drug
DDI-DrugBank.d482.s14|174-180|Tagamet|brand
DDI-DrugBank.d482.s14|183-191|estrogens|group
DDI-DrugBank.d482.s14|193-202|fluoxetine|drug
DDI-DrugBank.d482.s14|205-210|Prozac|brand
DDI-DrugBank.d482.s14|213-225|intraconazole|drug
DDI-DrugBank.d482.s14|228-235|Sporanox|brand
DDI-DrugBank.d482.s14|238-249|ketoconazole|drug
DDI-DrugBank.d482.s14|252-258|Nizoral|brand
DDI-DrugBank.d482.s14|261-268|levodopa|drug
DDI-DrugBank.d482.s14|270-276|lithium|brand
DDI-DrugBank.d482.s14|278-283|muscle|brand
DDI-DrugBank.d482.s14|301-307|control|brand
DDI-DrugBank.d482.s14|330-336|thyroid|brand
DDI-DrugBank.d182.s1|79-82|P450|drug
DDI-DrugBank.d656.s0|0-6|FELDENE|brand
DDI-DrugBank.d656.s1|70-83|anticoagulants|group
DDI-DrugBank.d656.s1|118-131|anticoagulants|group
DDI-DrugBank.d656.s1|157-163|FELDENE|brand
DDI-DrugBank.d656.s1|291-297|FELDENE|brand
DDI-DrugBank.d656.s1|328-341|anticoagulants|group
DDI-DrugBank.d656.s2|17-25|piroxicam|drug
DDI-DrugBank.d656.s2|90-96|FELDENE|brand
DDI-DrugBank.d656.s2|134-140|aspirin|brand
DDI-DrugBank.d656.s2|191-198|antacids|group
DDI-DrugBank.d656.s2|217-225|piroxicam|drug
DDI-DrugBank.d656.s2|292-298|FELDENE|brand
DDI-DrugBank.d656.s2|352-358|lithium|brand
DDI-DrugBank.d656.s3|30-36|lithium|brand
DDI-DrugBank.d656.s3|103-109|FELDENE|brand
DDI-MedLine.d2.s0|11-18|neomycin|drug
DDI-MedLine.d2.s0|30-33|ACTH|brand
DDI-MedLine.d2.s1|32-39|neomycin|drug
DDI-MedLine.d2.s1|141-144|ACTH|brand
DDI-MedLine.d2.s2|20-27|neomycin|drug
DDI-MedLine.d2.s2|32-35|ACTH|brand
DDI-MedLine.d2.s3|0-7|Neomycin|drug
DDI-MedLine.d2.s3|30-34|blood|group
DDI-MedLine.d2.s3|71-74|ACTH|brand
DDI-DrugBank.d409.s0|12-24|tetracyclines|group
DDI-DrugBank.d409.s0|60-70|prothrombin|drug
DDI-DrugBank.d409.s1|40-51|tetracycline|drug
DDI-DrugBank.d409.s1|121-131|penicillins|group
DDI-DrugBank.d409.s2|18-30|tetracyclines|group
DDI-DrugBank.d442.s0|13-23|prothrombin|drug
DDI-DrugBank.d442.s0|79-86|warfarin|drug
DDI-DrugBank.d442.s0|102-110|flutamide|drug
DDI-DrugBank.d442.s1|31-41|prothrombin|drug
DDI-DrugBank.d442.s1|126-132|EULEXIN|brand
DDI-DrugBank.d442.s1|179-186|warfarin|drug
DDI-DrugBank.d522.s0|0-10|Terfenadine|drug
DDI-DrugBank.d522.s0|75-87|dirithromycin|drug
DDI-DrugBank.d522.s0|122-132|terfenadine|drug
DDI-DrugBank.d522.s1|30-40|terfenadine|drug
DDI-DrugBank.d522.s1|92-102|terfenadine|drug
DDI-DrugBank.d522.s1|124-136|dirithromycin|drug
DDI-DrugBank.d522.s3|24-34|terfenadine|drug
DDI-DrugBank.d522.s3|89-90|QT|brand
DDI-DrugBank.d522.s3|143-153|terfenadine|drug
DDI-DrugBank.d522.s3|171-181|terfenadine|drug
DDI-DrugBank.d522.s3|188-200|dirithromycin|drug
DDI-DrugBank.d522.s4|13-23|terfenadine|drug
DDI-DrugBank.d522.s5|16-16|C|brand
DDI-DrugBank.d522.s5|25-35|terfenadine|drug
DDI-DrugBank.d522.s5|56-66|terfenadine|drug
DDI-DrugBank.d522.s5|93-103|terfenadine|drug
DDI-DrugBank.d522.s5|110-122|dirithromycin|drug
DDI-DrugBank.d522.s6|9-9|C|brand
DDI-DrugBank.d522.s6|17-17|T|brand
DDI-DrugBank.d522.s6|29-31|AUC|brand
DDI-DrugBank.d522.s6|59-69|terfenadine|drug
DDI-DrugBank.d522.s7|9-10|QT|brand
DDI-DrugBank.d522.s7|43-53|terfenadine|drug
DDI-DrugBank.d522.s7|74-84|terfenadine|drug
DDI-DrugBank.d522.s7|91-103|dirithromycin|drug
DDI-DrugBank.d522.s8|70-82|dirithromycin|drug
DDI-DrugBank.d522.s8|88-98|terfenadine|drug
DDI-DrugBank.d522.s9|39-50|erythromycin|drug
DDI-DrugBank.d522.s9|56-66|terfenadine|drug
DDI-DrugBank.d522.s9|88-100|dirithromycin|drug
DDI-DrugBank.d522.s10|48-52|death|drug
DDI-DrugBank.d522.s10|91-101|terfenadine|drug
DDI-DrugBank.d522.s11|18-27|macrolides|group
DDI-DrugBank.d522.s11|71-81|terfenadine|drug
DDI-DrugBank.d522.s11|161-162|QT|brand
DDI-DrugBank.d522.s12|0-11|Theophylline|drug
DDI-DrugBank.d522.s12|56-68|dirithromycin|drug
DDI-DrugBank.d522.s12|114-125|theophylline|drug
DDI-DrugBank.d522.s12|237-248|theophylline|drug
DDI-DrugBank.d522.s13|39-51|dirithromycin|drug
DDI-DrugBank.d522.s13|83-94|theophylline|drug
DDI-DrugBank.d522.s13|142-153|theophylline|drug
DDI-DrugBank.d522.s13|179-190|theophylline|drug
DDI-DrugBank.d522.s14|9-20|theophylline|drug
DDI-DrugBank.d522.s14|169-180|theophylline|drug
DDI-DrugBank.d522.s14|254-265|theophylline|drug
DDI-DrugBank.d522.s14|307-317|therapeutic|brand
DDI-DrugBank.d522.s15|0-7|Antacids|group
DDI-DrugBank.d522.s15|12-12|H|brand
DDI-DrugBank.d522.s15|43-55|dirithromycin|drug
DDI-DrugBank.d522.s15|95-102|antacids|group
DDI-DrugBank.d522.s15|107-107|H|brand
DDI-DrugBank.d522.s15|152-164|dirithromycin|drug
DDI-DrugBank.d522.s16|56-67|erythromycin|drug
DDI-DrugBank.d522.s17|40-43|same|drug
DDI-DrugBank.d522.s17|74-86|dirithromycin|drug
DDI-DrugBank.d522.s18|72-84|dirithromycin|drug
DDI-DrugBank.d522.s19|0-8|Triazolam|drug
DDI-DrugBank.d522.s19|11-22|Erythromycin|drug
DDI-DrugBank.d522.s19|71-79|triazolam|drug
DDI-DrugBank.d522.s19|133-141|triazolam|drug
DDI-DrugBank.d522.s20|0-6|Digoxin|drug
DDI-DrugBank.d522.s20|39-50|erythromycin|drug
DDI-DrugBank.d522.s20|56-62|digoxin|drug
DDI-DrugBank.d522.s20|104-110|digoxin|drug
DDI-DrugBank.d522.s20|112-116|serum|group
DDI-DrugBank.d522.s21|0-13|Anticoagulants|group
DDI-DrugBank.d522.s21|80-91|erythromycin|drug
DDI-DrugBank.d522.s21|102-115|anticoagulants|group
DDI-DrugBank.d522.s22|65-76|erythromycin|drug
DDI-DrugBank.d522.s23|0-9|Ergotamine|drug
DDI-DrugBank.d522.s23|30-41|erythromycin|drug
DDI-DrugBank.d522.s23|47-56|ergotamine|drug
DDI-DrugBank.d522.s23|61-77|dihydroergotamine|drug
DDI-DrugBank.d522.s24|84-95|erythromycin|drug
DDI-DrugBank.d522.s24|130-141|cyclosporine|drug
DDI-DrugBank.d522.s24|144-155|hexobarbital|drug
DDI-DrugBank.d522.s24|158-170|carbamazepine|drug
DDI-DrugBank.d522.s24|173-182|alfentanil|drug
DDI-DrugBank.d522.s24|185-196|disopyramide|drug
DDI-DrugBank.d522.s24|199-207|phenytoin|drug
DDI-DrugBank.d522.s24|210-222|bromocriptine|drug
DDI-DrugBank.d522.s24|236-245|astemizole|drug
DDI-DrugBank.d522.s24|252-261|lovastatin|drug
DDI-DrugBank.d408.s0|60-66|ZEVALIN|brand
DDI-DrugBank.d408.s1|245-254|hemorrhage|group
DDI-DrugBank.d408.s4|109-115|ZEVALIN|brand
DDI-DrugBank.d408.s4|117-127|therapeutic|brand
DDI-DrugBank.d408.s4|129-135|regimen|brand
DDI-DrugBank.d408.s4|188-194|regimen|brand
DDI-DrugBank.d218.s0|80-86|SYNAREL|brand
DDI-DrugBank.d218.s1|17-25|nafarelin|drug
DDI-DrugBank.d218.s1|27-33|acetate|drug
DDI-DrugBank.d218.s1|110-114|P-450|brand
DDI-DrugBank.d218.s1|116-122|enzymes|group
DDI-DrugBank.d218.s1|172-179|proteins|group
DDI-DrugBank.d218.s1|186-186|C|brand
DDI-DrugBank.d689.s0|27-37|metaraminol|drug
DDI-DrugBank.d689.s0|85-93|halothane|drug
DDI-DrugBank.d689.s1|0-2|MAO|brand
DDI-DrugBank.d689.s1|63-68|amines|group
DDI-DrugBank.d689.s1|116-124|monoamine|drug
DDI-DrugBank.d689.s1|146-149|MAOI|brand
DDI-DrugBank.d342.s0|28-34|alcohol|brand
DDI-DrugBank.d342.s0|45-47|CNS|brand
DDI-DrugBank.d342.s0|81-83|CNS|brand
DDI-DrugBank.d342.s0|335-343|monoamine|drug
DDI-DrugBank.d342.s0|354-356|MAO|brand
DDI-DrugBank.d342.s0|410-416|prolong|brand
DDI-DrugBank.d342.s0|456-458|CNS|brand
DDI-MedLine.d71.s1|0-13|Acetylcysteine|drug
DDI-MedLine.d71.s2|21-26|health|brand
DDI-MedLine.d71.s2|28-31|care|brand
DDI-MedLine.d71.s5|68-81|acetylcysteine|drug
DDI-MedLine.d71.s5|107-113|ketones|group
DDI-DrugBank.d162.s0|71-79|diuretics|group
DDI-DrugBank.d162.s1|0-6|Alcohol|brand
DDI-DrugBank.d162.s1|9-20|barbiturates|group
DDI-DrugBank.d162.s1|26-34|narcotics|group
DDI-DrugBank.d162.s2|37-43|insulin|group
DDI-DrugBank.d162.s4|0-13|Cholestyramine|drug
DDI-DrugBank.d162.s4|19-28|colestipol|drug
DDI-DrugBank.d162.s4|52-70|hydrochlorothiazide|drug
DDI-DrugBank.d162.s5|23-36|cholestyramine|drug
DDI-DrugBank.d162.s5|41-50|colestipol|drug
DDI-DrugBank.d162.s5|68-86|hydrochlorothiazide|drug
DDI-DrugBank.d162.s6|0-14|Corticosteroids|group
DDI-DrugBank.d162.s6|17-20|ACTH|brand
DDI-DrugBank.d162.s7|8-13|amines|group
DDI-DrugBank.d162.s7|22-35|norepinephrine|drug
DDI-DrugBank.d162.s7|78-83|amines|group
DDI-DrugBank.d162.s8|9-14|muscle|brand
DDI-DrugBank.d162.s8|50-61|tubocurarine|drug
DDI-DrugBank.d162.s8|106-111|muscle|brand
DDI-DrugBank.d162.s9|0-6|Lithium|brand
DDI-DrugBank.d162.s9|44-52|diuretics|group
DDI-DrugBank.d162.s10|46-52|lithium|brand
DDI-DrugBank.d162.s10|77-83|lithium|brand
DDI-DrugBank.d162.s11|32-38|lithium|brand
DDI-DrugBank.d162.s11|90-108|Hydrochlorothiazide|drug
DDI-DrugBank.d162.s12|226-234|diuretics|group
DDI-DrugBank.d162.s13|16-34|Hydrochlorothiazide|drug
DDI-MedLine.d5.s0|32-40|coumaphos|drug
DDI-MedLine.d5.s0|68-76|coumaphos|drug
DDI-MedLine.d5.s0|103-113|trichlorfon|drug
DDI-MedLine.d5.s0|120-132|phenobarbital|drug
DDI-MedLine.d5.s0|134-139|sodium|group
DDI-MedLine.d5.s1|37-45|coumaphos|drug
DDI-MedLine.d5.s1|87-97|trichlorfon|drug
DDI-MedLine.d5.s1|136-148|phenobarbital|drug
DDI-MedLine.d5.s1|150-155|sodium|group
DDI-MedLine.d5.s1|183-189|enzymes|group
DDI-MedLine.d5.s2|0-0|A|brand
DDI-MedLine.d5.s2|40-43|body|brand
DDI-MedLine.d5.s2|89-95|enzymes|group
DDI-MedLine.d5.s3|43-44|IV|brand
DDI-MedLine.d5.s3|60-70|trichlorfon|drug
DDI-MedLine.d5.s3|135-154|acetylcholinesterase|drug
DDI-MedLine.d5.s4|23-35|phenobarbital|drug
DDI-MedLine.d5.s4|77-78|IP|brand
DDI-DrugBank.d100.s0|83-96|cephalosporins|group
DDI-DrugBank.d100.s1|34-47|Cephalosporins|group
DDI-DrugBank.d100.s1|60-69|cefotaxime|drug
DDI-DrugBank.d100.s1|71-76|sodium|group
